reviewId,content,score
89700f53-5a02-4fd4-b3d8-20587ce903c2,"pleasee fix the bug, error in the search list they are something popping at random acc in the search bar without intentional searching it",1
8ed4365e-4fcd-465f-9c99-6e898267a948,nice 👍,5
d741d064-bfff-48e3-b7e8-3cc602ae8af7,best train,5
4e3a1a2a-cafe-45c5-9712-f2f69cb053c4,There is a need to redesign the bottons like for example how should inclick on read more in the story caption and right on top of it is add new and share to Instagram... So poor,1
c9280503-33db-41d7-af74-e4bfe9ea8486,eg,5
23ae6e3e-62e3-4d83-a4c7-3df6fd838603,have been hacked by a female and her boyfriend,4
ed732167-4c18-4c76-b191-f872041297b8,Been a member since 2009. Then out of nowhere they disabled my account permanently. I did nothing wrong and there is no real person to speak to. Lost all my photos and messages. This includes conversations with my dad and friend who have since passed away. I am so heartbroken.,1
a24bf781-4191-4ae0-809b-469a365f3395,good app,5
5df24fdc-c4b5-4680-b6c9-af8e2a0f3cd7,facebook is very good app I like facebook🥰,5
502e149b-792d-4d72-9215-f3a79b138f87,Very good work,5
709b27cb-3d5e-4ffc-972f-a68ff7d4fda5,Best with there craft and good customer relation,5
26e6db1c-5d97-4b48-b7b4-4d0fc0d8f562,galchuu boruu,3
2c4f3497-5afd-44be-abae-913f2b431c4f,best platform for Everything,5
fb18d42e-6bd6-4087-a50d-5f0c8f362012,Facebook,5
273364b9-4fd8-4a91-ab91-b04291deb4dc,ooelx,5
7fcfc135-fce8-4fee-a41f-9a6d269fd094,surajkumar,5
3ad38b32-7ecc-4f7a-89e8-6bd32e3c9195,🦅🫀6...S👰🥀,5
5404a96e-a680-4933-9642-0d9dfeacafa9,good,5
209b12bb-645c-4fec-91b6-08d43cd5b28d,best,5
a4e0ca4e-b8f7-4340-a0c5-61ae1fd42f09,"worthless, time wasting app",1
7f3b8f95-fbc7-4cd7-a5a1-15d5499b572c,Great,4
f01abcc4-6ffc-47b2-8447-e53dcc664ce5,ads half way through short reels...just makes me close the app every time. or unskippable ads at the end when you wanna share bur cant until an ad is over... again... makes me close it and go to tiktok or do something else.,1
889712f8-2009-4ab1-acee-6eddd7a661fa,I like it it's because I like posting like videos and photos,5
8aacc144-a9b2-4b4f-bd1e-851c1fb324f5,always give me restrictions and disabled my account for no reason I didn't do anything but got said my account was hacked even if I'm not hacked cause I'm the original user of my account,1
9c73cbd0-bf5c-4aa1-abe7-841efb4a4dd4,"Before this update, the features that were on Facebook were fine until the 21st. Now, when we post for advertising, our WhatsApp button is not added. So, when will we get this update that our WhatsApp button will be added next?You can put it at the top of your post and the previous features were much better, but now we are having a problem with it, we are not able to promote things.",1
86922700-1981-4b47-a0f5-a50e3346ba1f,nice app,5
304f208a-893d-48a5-a1ae-e32b6b55768c,facebook,5
e8d5c2c1-5556-487e-b0d5-4feaa26c8862,why search button hiding when moved to video tab groups and marketplace,3
3a3e639d-c2e7-4076-99bf-c1c045dcfe15,টরএগতত৫ত্থত্ত৩য়্য্য৩য়ত৪য়ত৫উ৬য়্য্রত্য্যত্ত৷৷,1
e05b9520-d1d4-42e7-b75c-f46b6299920c,good,3
c74534da-2ec3-422f-88a4-5aa34e18796d,sir my help Facebook Ban ho chuki hai please help,5
0ca7b6b4-5112-46a2-a899-7671708578f5,verynice,5
f2737a8b-b2c7-43c9-8ccb-7d4f1c6c497e,bad and ugly app for used,1
e6ce85d7-b79c-4926-b473-c26195d0b59f,"Facebook has become more harmful than helpful in today’s world. It is designed in a way that keeps people addicted, similar to gambling. Users keep scrolling endlessly, chasing likes and notifications, which triggers dopamine-driven behavior. Many studies show that excessive Facebook use is linked to anxiety, depression, and low self-esteem. � ScienceDirect Instead of improving productivity, it wastes valuable time and negatively affects mental health. The platform also spreads fake news and cre",1
50f55815-ac79-43d9-b40d-41b29cb9796b,wow nice 👍👍👍 apps,5
d9e63613-4a1f-4259-998e-c42876842e38,yes this is a goods indha Facebook romba nalla Iruku,5
0291f73d-33de-47f6-852e-bcfc0c623efb,realme p1 5g,5
48bdacbc-3b1c-435e-9761-3e99455690eb,why it not working always update,1
4288bfd3-e7f9-4260-b758-cb6df137b77e,Wow,5
f283db2f-fc7d-433b-976f-1ddbf96e49f0,"Nasira ang original phone ko,lahat na important detail doon na Hindi na ma open",5
e5e0c507-40b9-4bc2-82ed-98eb23d7a123,"__إذا فهمت عزيزي ،، الكل غادر. تفضل البقاء لأن رابندرانات طاغور قال قبل مائة عام ""غيرك في هذا العالم ، ليس لدي أحد! لا شيء يذهب ... أريد أن أرتدي ما أريد! أنت كذلك ، أنت ذاهب! ""موناليزا""",5
8c006eea-1a9a-483d-a590-3bb9e6ab3101,ok,5
5fff2b7a-034f-4bc2-a687-2e4f2980d61a,🔥🔥🔥🔥,5
79915e96-8b15-4021-bf3a-56401200a53e,"no full control over who can message you , very annoying 🙏🏻. please add it to the app 😞",1
9bfaa8fd-aef3-4e96-9268-dacb489c4b02,"nzrden,khan",5
f12d5913-a82c-42d0-8c4f-59a3e045db4a,yes very good job,5
d2c4c8e0-277e-45a1-b84e-104c8719c15a,Arun Malik,1
a8a86892-3a68-4cbd-8c4d-38c9ff37c82c,thanks you Facebook asome,3
480cebaa-4e2f-4e11-8896-6a417fe95488,good app,5
74012522-90a9-4f2d-88b8-c440dd25f687,V hai to dena hai to dena,5
607e7b0f-2ebe-4e32-9c36-2a628bfeb2c7,Good app,5
926d8b07-b41c-4dc9-a9f6-121ebb8edb32,"Glitch in Facebook nowadays is really frustrating, we are facing lots of problems in page..",4
9c9f2bee-eb3d-46c8-93a2-676082e2beca,LA hmm Mk+0 NBC a,4
83f355db-9cdb-4ed4-9c58-37bd48e45997,bad 😞,1
486093de-1188-44d3-b25f-7ff7e9564e81,Best ever,5
e268f9f8-abb1-4230-a6c9-f2ff21f7254b,👍,5
b1887f57-167b-42bc-8709-3542e6c4a7f8,good hobby,5
f7d29df7-f512-40bb-8b89-67387dedd224,"this is the best app for communication, and it brings you back to what you did sometime ago.",4
057f4a4d-5830-4c70-92b8-8a73101c50ab,worst apppp,2
c3202fca-beb8-4c24-a085-fb8d7b64bedd,Naveedamedchandio,5
7e4db37e-e23c-4c6b-a485-fe50644f58ac,ghalo,5
990df418-e1f1-4d6b-a87c-cab3e7613cbc,Facebook long in problem id and passport please help me,1
31af6e59-c89f-4a9a-8586-42e6a43888d1,❤️hhh,5
5bfc53bb-c7fb-4e5d-9aef-feebcd35ff4d,"App tills having same issues as months before and you don't fix this.. its show ""section expire please log out"" as isany times,also it's messenger. Apps are already updating. These issues are coming from the apps it self,lately and it hasn't solved yet. Frustrating to log out log in every times, this bothers us to fight stay into the app. App is updating and updating many times and never fix this😐😐😑",1
1aae696c-311e-4ee8-bee0-25f7acd19be8,goot,5
3aa86fc7-a9db-4cff-94ac-df778fb88106,suspending my account without any reason and notice :(,1
0a515675-d728-42c0-abf0-6b9fe174f69c,good,5
e8db5a3f-616b-428d-90ff-1236bba95d74,نجمة وحدة كتيرة عليكم بسبب الإنحياز للكيان الصهيوني,1
26313e8a-970e-4fd4-b8f9-e9b2442d0791,No issues . Satisfied with the most stable social app,5
7bbd945f-9d85-4305-8f10-b9d4bb54e1e9,🫡🫡🫡🫡🫡🫡🎁🎁🎁🎁🎁🎁👍,5
f56f06e7-d599-4712-a514-18a2696d7c3e,"Harsh, Hasty, Partial and Myopic Decisions.",1
69ffcbc3-f3c0-414d-8ae0-fcfdcf37d6e3,thanks Facebook family,5
d51972fb-1156-47f5-9542-dc5688c6cca3,Facebook onak Valo akta app Amar aonak Valo lagasa🤗🤗🤗,5
101606af-da81-4271-bb99-5043d50ef4a2,usefull app,5
da65d64a-a8df-45f3-84c9-40840216e851,nice,5
3780f959-c796-4f26-8fcc-db3482a94e68,super gaji video varaudama Kannada,5
54f5d6e0-3264-4aa5-baee-4894df0756e8,Khukumoni ruidas,5
f9825b9c-5780-45c2-9284-fb888fc0b5be,"অ্যাপটি ব্যবহার করে আমি খুবই সন্তুষ্ট। ইন্টারফেসটা খুব সহজ এবং কাজের। এখন পর্যন্ত কোনো সমস্যার সম্মুখীন হইনি। ডেভেলপারদের ধন্যবাদ এমন একটি সুন্দর অ্যাপ উপহার দেওয়ার জন্য।""",5
044d9d41-783d-4e9f-9ce0-acf36b99b0d2,meta Facebook sucks always have to change password this really sucks ... meta sucks,1
19840a3a-c7bc-46fe-b404-834474ab3d66,thanks for facebook and opertunti my life changing .,5
7c12f891-65dd-4157-b67b-d002bce40ead,"Every time I try to change my password it wants me to go to the accounts center but every time I press the account center it always says ""an error occurred""",2
71a892bc-0b6b-4beb-a023-40ac9d38314c,YesSTGaming never dies,5
5cdf86e8-ef26-4ddd-9d80-b8e33bf5f392,nice,5
a64545c4-3d9f-4e32-9827-e48ea4056a87,sy gune untuk buat acc game je...app ni perosak otak....banyak vd blue,1
5a5a7f1a-c887-42b7-a3b8-6aa4e33c3a20,this app is very nice,4
343281fc-d3ab-418c-b18b-ddda798ab86d,"I am writing to express my frustration and disappointment regarding the sudden restriction of my Facebook account. I have always used my account responsibly, mainly to communicate with my family through Messenger, and I make sure to follow all community standards and guidelines. It is very upsetting that my account has been restricted without a clear explanation. I received a notification about a 180 day restriction or possible deletion.",1
aca811a1-2503-4e92-844d-652a178d47dc,"not an social app anymore - became pure pedosionist propoganda platform. if you're a sheepling - this app is for you. you will give up your data including chats and private posts, you'll be able to see only pushed narratives paid by terrorist organisatioN - all good things :)",1
64e54383-3529-4f17-b226-ff571611527c,Facebook and every other Meta app are truly a cancer to this planet. Don't let them use you,1
dab7539a-76df-4a82-93fb-fce571398439,You disabled my account without reason. I tried hard to very my Government ID with correct information and still you got it wrong and disabled it? Worse Meta Support.,1
d49bb17a-55bf-4ee4-a2dd-124207c1adf2,aaal@@@ aa,5
c9e4c5b0-8df2-4bc1-899a-78845dbd8f29,तुम लोग ka अशी upade,5
617d2104-3854-446c-aff5-292b1797cb0c,"SSAZaaaaasszaAa😬🙂😪😥😥🙄🙄😒🙄😒😮😒😒😮😒😮😥🫢🙃🤧🤧😥😧😦😗😉🙄😋😋ze7,1(1(🙃 res ze😝😝😝🥲😛 wsws the 2a",4
3574df1d-f80e-44fb-88d8-b6ce5d162c93,nice 👍🙂,5
4afc31d8-678a-4d51-b6ee-db43458b4430,im always hacked,4
89b7ba7f-2f9c-4954-9a10-b180aa310d46,good,5
e13e1b57-bf13-4b6a-8c75-dd1a7ea5a78a,𝑩𝑳𝑶𝑴𝑰 𝑺𝑻𝑹𝑬𝑻 𝐋𝐄𝐖𝐀 𝐍𝐀𝐈𝐒𝐒𝐋𝐀 𝐏𝐇𝐎𝐓𝐎 𝐁𝐋𝐈𝐔 𝐄𝐑𝐇🍎 🌿🦋🍀💝🚩𝑩𝒊𝒈 𝒇𝒂𝒏 𝒄𝒉𝒊𝒄𝒌 𝒎𝒊𝒏𝒆 𝒃𝒍𝒐𝒎𝒊𝒊💝𝑩𝑳𝑶𝑴𝑰𝑬𝑺𝑻 ❤️ 𝑳𝑶𝑽𝑬 𝑩𝑨𝑪𝑲 😶‍🌫️❤️,5
47bfe33f-371c-40a9-a855-0b77ea5c5629,best apps,5
ac3eeb7b-979b-4f67-863e-df06a92a5104,very useful,5
20d59ea4-f97b-4619-b941-7b1b2d99d971,pls reactivate my account,5
734c5d32-4a93-47ce-b46e-ad4bd376394e,Facebook,5
e19bf556-6a85-4cd1-b7f0-49ccd2346763,rwwd saaa q$,1
87e9ad13-093d-4441-81b1-c35dc21741b0,nice app,5
de203cc2-c1c4-425c-91ef-e466000df6e7,"Account suspended immediately after creation. Appeal forms are broken. I am a real person trying to use the platform. Please help.""",1
fcc556da-12d3-427a-a767-d950687d3bae,bahut sunder subidha hai aap ki,5
bca7a057-d61f-4d23-816a-7812a464bea7,"1 star says it all. so many bugs in this app, not to mention i feel like the security of this app has drastically declined. I only had it to stay in touch with family snd rarely even seen any post from them cause its all ads, and yes I deleted and deactivated. when every few months I'm constantly need to change the password cause of hacking issues. in 2020 they leaked my email address and phone number and outside of fb I was constantly getting spam texts and calls.",1
8daacf8f-9eda-4373-807c-6ec88ca1e0ee,avrej,2
dd669a85-63ce-4112-8629-b732d84b8bd3,nice app,5
e6ce5e98-26e7-472f-8964-fd0db5e345b1,Oppen emranjanci,5
9ed35873-5032-4596-b782-b5c8aca2f377,nice,4
30254786-98ff-4162-89b6-1e11a449ff40,message problem,5
2121eef9-f5f1-4267-9a8c-d603ce55e175,uhuuiio,1
a86a489b-dd3c-4121-b40d-a4d60413c6c2,very nice,5
97e84864-26e5-42ed-80a3-2c41cc425330,💙💙💙🍎💙💙💙💙,5
a0ff8725-2f75-4f8f-bf1c-bae33859e764,nice,5
ed3200ce-2d71-4582-af8e-6259101e2d90,nice,5
24ff2080-0f43-471e-aa55-dcf042997612,meri ID unban kar do,1
476f7a9e-0a4e-49c7-b56b-12aa9729ac7b,搀OK,5
0d0661b7-1cc2-4698-bd71-7bd9020a1ea6,super,5
5d3b0c3b-4e42-446a-9bee-89a9fb720527,very bad,1
7268e3c3-3777-4406-847f-2ec2624144b9,good,4
963ac64e-27bb-457b-9482-71bd2aaab45e,Nice,5
597fdafa-439a-4a79-abf0-8b6fa1eec8cd,gogghh,1
fa5f4301-a71a-4c95-ae92-56f081c6253d,Better now. yeah. love the fb App,5
0ce6cb56-8b47-44b1-9b57-14b108df9d5c,At a point l can't send messages anymore why and some of my friends are complaining that am snubbing them buh they don't know l can't send messages anymore buh l can only receive what the cause of it please because is getting out of hand not only me is complaining they are many complaining please if there's any solution l would like to know please,4
7a67d156-5cdd-4a5c-91eb-5200b55cd2d8,cool,5
06b0703a-4bfd-47ff-ad59-97dca17c8b89,nice to Facebook 🤯🤯🤯🤯🤯🤯🤯,5
1dc37ba4-f3b4-4acd-a80e-b9480156c2e9,AfzalbhayoBhayo,4
5f369316-a013-4577-8e1b-d162a30345a2,nice pro minsan naiinis aqo sa fb kpg nanonood ka ng reels kalahate tps kalahate dn ung isa,5
fff2efb0-3134-4504-8d7f-96ebb40086a0,"no much difficult in communication and in sending and receiving messages, video and call.",5
dd628ae2-aaf6-47cc-8a54-1bde6965bc9d,my best app my favourite app 1=5=26,5
35e32203-3046-4a00-8e51-f66bedf111bb,it blocks answers to comments without reason,2
6a89c41a-0fcf-4bb9-bd39-73d63c802c95,realrme,5
cbbafbe0-4a90-475c-b903-08943b00d749,fake,5
928cb2b1-66b6-44c6-a46b-5968b68ac021,it just stuck at 2x speed while watching reels and freeze cant even scroll,3
7102e7a5-bbce-437e-b598-ee6560a28434,such a horrible experience...I don't know why they suspend my ac ....,1
f17a7cfe-61e3-4f96-995d-138aff69d68d,please xxx mat ane do🌑🌒🌓🌔🌖🌖🌗🌘🌑🌠🌫️🌠🌫️,5
8083867d-8442-4e69-96de-4afee5d23436,", hi all please see attached for the same hi all I can to help me to tu mane nathi kahbr se mari R",2
f3c03ae8-3b44-4a84-8f5a-f7547b53bc02,the utnjrrn. rthr,5
57ef0641-5ae5-4a90-838c-986f8bff498f,nice,4
abbd1206-e4d6-43bc-b57c-2c10bef1d235,Naeemkhan,1
eba9d22d-3e1b-45c7-b599-f999416f8c0f,ok,5
91544d76-7840-4f28-b6b4-79e0476dafce,global business entertainment clarity,5
097a0094-9a0e-4a4f-816c-068d888e4426,bhut wadia,5
b38dca1a-5b71-4126-923b-d44b5b86fb5c,sarama .khanra,5
2559fa06-df62-4d60-a69e-30243f336c95,Why would you upload a version of app that's not ready? Last week of April all of a sudden everything feels Scattered.,1
0c3dbe84-aee9-4c01-aa78-dc0cfbc72a6f,Nice 👍,5
cd65bf84-2fe8-4bdc-9fb4-085672f33049,"ফেসবুকে স্টরি তে ভয়েস দেয়া যাচ্ছে না কেন এবং সেটা আপলোড করা যাচ্ছে না, আপলোড করলেও ভয়েস শোনা যাচ্ছে না।",3
9e821bdd-d17f-426d-aac6-9464a6bf39ee,nice,5
b9398e73-1b2a-49f2-af9c-3a20c2eca089,good,5
e5ba4b54-fce6-49b3-adae-c596dc14651d,nice 👍,5
41873e40-e612-4821-be45-b93e8b1ea7be,Stupid facebook. There bug song from ads when i play the video..,1
d4235a36-01df-46fc-b3c8-6bcaa2cafcbd,on Facebook is this off to change what state they thought about this s*** in the '80s thank you Facebook,5
